time_tag,satellite,flux,observed_flux,electron_correction,electron_contaminaton,energy
2026-06-26 09:32:00+00:00,18,1.687992266852234e-06,1.7178203961520921e-06,2.982813640528548e-08,False,0.1-0.8nm
2026-06-26 09:33:00+00:00,18,5.296633531770567e-08,8.268730766758381e-08,2.9720977678948657e-08,False,0.05-0.4nm
2026-06-26 09:33:00+00:00,18,1.7435584140912397e-06,1.774173028934456e-06,3.061470010834455e-08,False,0.1-0.8nm
2026-06-26 09:34:00+00:00,18,5.5929422870804046e-08,8.57773372331394e-08,2.984791791504904e-08,False,0.05-0.4nm
2026-06-26 09:34:00+00:00,18,1.7808705479183118e-06,1.8113187252311036e-06,3.0448173760078134e-08,False,0.1-0.8nm
2026-06-26 09:35:00+00:00,18,5.6159322525672906e-08,8.585563904262017e-08,2.9696314740590424e-08,False,0.05-0.4nm
2026-06-26 09:35:00+00:00,18,1.8180604683948332e-06,1.8487216948415153e-06,3.066126197381891e-08,False,0.1-0.8nm
2026-06-26 09:36:00+00:00,18,1.8553307654656237e-06,1.8858457906389958e-06,3.051500385709005e-08,False,0.1-0.8nm
2026-06-26 09:36:00+00:00,18,5.981805628607617e-08,8.83729427414437e-08,2.8554886455367523e-08,False,0.05-0.4nm
2026-06-26 09:37:00+00:00,18,6.107766381546753e-08,9.082694418793835e-08,2.974927859611398e-08,False,0.05-0.4nm
2026-06-26 09:37:00+00:00,18,1.909986849568668e-06,1.940955144164036e-06,3.0968266173658776e-08,False,0.1-0.8nm
2026-06-26 09:38:00+00:00,18,6.830676824165494e-08,9.821935975651286e-08,2.99125950675716e-08,False,0.05-0.4nm
2026-06-26 09:38:00+00:00,18,1.991126509892638e-06,2.021772161242552e-06,3.0645487925085035e-08,False,0.1-0.8nm
2026-06-26 09:39:00+00:00,18,7.704116455897747e-08,1.0766898839165151e-07,3.062782383267404e-08,False,0.05-0.4nm
2026-06-26 09:39:00+00:00,18,2.1257756088743918e-06,2.1567627754848218e-06,3.098713108329321e-08,False,0.1-0.8nm
2026-06-26 09:40:00+00:00,18,2.222164539489313e-06,2.2528222416440258e-06,3.065767373300332e-08,False,0.1-0.8nm
2026-06-26 09:40:00+00:00,18,8.47701713269089e-08,1.1512133823998738e-07,3.035116336036481e-08,False,0.05-0.4nm
2026-06-26 09:41:00+00:00,18,2.270008053528727e-06,2.3002767193247564e-06,3.026881145729021e-08,False,0.1-0.8nm
2026-06-26 09:41:00+00:00,18,8.457143962914415e-08,1.1490167395322715e-07,3.033023787679667e-08,False,0.05-0.4nm
2026-06-26 09:42:00+00:00,18,7.892609232840186e-08,1.0877817402388246e-07,2.985208169548059e-08,False,0.05-0.4nm
2026-06-26 09:42:00+00:00,18,2.2751751203031745e-06,2.3055010842654156e-06,3.03259604095274e-08,False,0.1-0.8nm
2026-06-26 09:43:00+00:00,18,7.53930962105187e-08,1.0481650747351523e-07,2.9423407710282845e-08,False,0.05-0.4nm
2026-06-26 09:43:00+00:00,18,2.2669241843686905e-06,2.2970632471697172e-06,3.0139130302586636e-08,False,0.1-0.8nm
